[NPM1]_WT_median,[NPM1]_Halo_median,[NPM1]_FAST_median,Gamma1,Gamma2,GVR_median,GVR_std
0.2,0.3,0.5,4.0,0.5,23.042,2.298
0.2,0.3,0.5,4.0,1.0,25.602,2.553
0.2,0.3,0.5,4.0,2.0,30.723,3.064
0.2,0.35,0.45,0.25,0.125,1.673,0.163
0.2,0.35,0.45,0.5,0.125,2.789,0.271
0.2,0.35,0.45,1.0,0.125,5.02,0.488
0.2,0.35,0.45,1.0,0.5,6.693,0.651
0.2,0.35,0.45,2.0,0.125,9.481,0.922
0.2,0.35,0.45,2.0,0.5,11.155,1.085
0.2,0.35,0.45,2.0,1.0,13.386,1.302
0.2,0.35,0.45,4.0,0.125,18.405,1.79
0.2,0.35,0.45,4.0,0.5,20.078,1.952
0.2,0.35,0.45,4.0,1.0,22.309,2.169
0.2,0.35,0.45,4.0,2.0,26.771,2.603
0.2,0.4,0.4,0.25,0.125,1.518,0.151
0.2,0.4,0.4,0.5,0.125,2.531,0.251
0.2,0.4,0.4,1.0,0.125,4.555,0.452
0.2,0.4,0.4,1.0,0.5,6.074,0.602
0.2,0.4,0.4,2.0,0.125,8.604,0.853
0.2,0.4,0.4,2.0,0.5,10.123,1.003
0.2,0.4,0.4,2.0,1.0,12.147,1.204
0.2,0.4,0.4,4.0,0.125,16.703,1.656
0.2,0.4,0.4,4.0,0.5,18.221,1.806
0.2,0.4,0.4,4.0,1.0,20.246,2.007
0.2,0.4,0.4,4.0,2.0,24.295,2.408
0.2,0.45,0.35,0.25,0.125,1.338,0.142
0.2,0.45,0.35,0.5,0.125,2.229,0.237
0.2,0.45,0.35,1.0,0.125,4.013,0.427
0.2,0.45,0.35,1.0,0.5,5.35,0.57
0.2,0.45,0.35,2.0,0.125,7.58,0.807
0.2,0.45,0.35,2.0,0.5,8.917,0.95
0.2,0.45,0.35,2.0,1.0,10.701,1.14
0.2,0.45,0.35,4.0,0.125,14.714,1.567
0.2,0.45,0.35,4.0,0.5,16.051,1.709
0.2,0.45,0.35,4.0,1.0,17.835,1.899
0.2,0.45,0.35,4.0,2.0,21.402,2.279
0.2,0.5,0.3,0.25,0.125,1.084,0.157
0.2,0.5,0.3,0.5,0.125,1.806,0.261
0.2,0.5,0.3,1.0,0.125,3.251,0.47
0.2,0.5,0.3,1.0,0.5,4.335,0.627
0.2,0.5,0.3,2.0,0.125,6.141,0.888
0.2,0.5,0.3,2.0,0.5,7.224,1.045
0.2,0.5,0.3,2.0,1.0,8.669,1.254
0.2,0.5,0.3,4.0,0.125,11.92,1.724
0.2,0.5,0.3,4.0,0.5,13.004,1.881
0.2,0.5,0.3,4.0,1.0,14.449,2.09
0.2,0.5,0.3,4.0,2.0,17.338,2.507
0.2,0.55,0.25,0.25,0.125,0.931,0.145
0.2,0.55,0.25,0.5,0.125,1.552,0.242
0.2,0.55,0.25,1.0,0.125,2.793,0.435
0.2,0.55,0.25,1.0,0.5,3.724,0.58
0.2,0.55,0.25,2.0,0.125,5.275,0.822
0.2,0.55,0.25,2.0,0.5,6.206,0.967
0.2,0.55,0.25,2.0,1.0,7.448,1.16
0.2,0.55,0.25,4.0,0.125,10.241,1.596
0.2,0.55,0.25,4.0,0.5,11.172,1.741
0.2,0.55,0.25,4.0,1.0,12.413,1.934
0.2,0.55,0.25,4.0,2.0,14.895,2.321
0.2,0.6,0.2,0.25,0.125,0.779,0.182
0.2,0.6,0.2,0.5,0.125,1.298,0.303
0.2,0.6,0.2,1.0,0.125,2.336,0.545
0.2,0.6,0.2,1.0,0.5,3.114,0.727
0.2,0.6,0.2,2.0,0.125,4.412,1.029
0.2,0.6,0.2,2.0,0.5,5.19,1.211
0.2,0.6,0.2,2.0,1.0,6.228,1.453
0.2,0.6,0.2,4.0,0.125,8.564,1.998
0.2,0.6,0.2,4.0,0.5,9.343,2.18
0.2,0.6,0.2,4.0,1.0,10.381,2.422
0.2,0.6,0.2,4.0,2.0,12.457,2.906
0.2,0.65,0.15,0.25,0.125,0.546,0.165
0.2,0.65,0.15,0.5,0.125,0.91,0.275
0.2,0.65,0.15,1.0,0.125,1.638,0.495
0.2,0.65,0.15,1.0,0.5,2.183,0.66
0.2,0.65,0.15,2.0,0.125,3.093,0.936
0.2,0.65,0.15,2.0,0.5,3.639,1.101
0.2,0.65,0.15,2.0,1.0,4.367,1.321
0.2,0.65,0.15,4.0,0.125,6.005,1.816
0.2,0.65,0.15,4.0,0.5,6.55,1.981
0.2,0.65,0.15,4.0,1.0,7.278,2.202
0.2,0.65,0.15,4.0,2.0,8.734,2.642
0.2,0.7,0.1,0.25,0.125,0.349,0.176
0.2,0.7,0.1,0.5,0.125,0.582,0.293
0.2,0.7,0.1,1.0,0.125,1.048,0.527
0.2,0.7,0.1,1.0,0.5,1.398,0.703
0.2,0.7,0.1,2.0,0.125,1.98,0.996
0.2,0.7,0.1,2.0,0.5,2.33,1.171
0.2,0.7,0.1,2.0,1.0,2.796,1.406
0.2,0.7,0.1,4.0,0.125,3.844,1.933
0.2,0.7,0.1,4.0,0.5,4.193,2.108
0.2,0.7,0.1,4.0,1.0,4.659,2.343
0.2,0.7,0.1,4.0,2.0,5.591,2.811
0.2,0.75,0.05,0.25,0.125,0.202,0.167
0.2,0.75,0.05,0.5,0.125,0.337,0.278
0.2,0.75,0.05,1.0,0.125,0.606,0.5
0.2,0.75,0.05,1.0,0.5,0.808,0.667
0.2,0.75,0.05,2.0,0.125,1.145,0.945
0.2,0.75,0.05,2.0,0.5,1.347,1.111
0.2,0.75,0.05,2.0,1.0,1.616,1.333
0.2,0.75,0.05,4.0,0.125,2.222,1.834
0.2,0.75,0.05,4.0,0.5,2.424,2.0
0.2,0.75,0.05,4.0,1.0,2.694,2.222
0.2,0.75,0.05,4.0,2.0,3.232,2.667
0.2,0.8,0.0,0.25,0.125,0.027,0.105
0.2,0.8,0.0,0.5,0.125,0.045,0.176
0.2,0.8,0.0,1.0,0.125,0.08,0.316
0.2,0.8,0.0,1.0,0.5,0.107,0.421
0.2,0.8,0.0,2.0,0.125,0.152,0.597
0.2,0.8,0.0,2.0,0.5,0.179,0.702
0.2,0.8,0.0,2.0,1.0,0.214,0.843
0.2,0.8,0.0,4.0,0.125,0.295,1.159
0.2,0.8,0.0,4.0,0.5,0.321,1.264
0.2,0.8,0.0,4.0,1.0,0.357,1.405
0.2,0.8,0.0,4.0,2.0,0.429,1.686
0.25,0.0,0.75,0.25,0.125,2.705,0.174
0.25,0.0,0.75,0.5,0.125,4.509,0.29
0.25,0.0,0.75,1.0,0.125,8.115,0.523
0.25,0.0,0.75,1.0,0.5,10.821,0.697
0.25,0.0,0.75,2.0,0.125,15.329,0.987
0.25,0.0,0.75,2.0,0.5,18.034,1.161
0.25,0.0,0.75,2.0,1.0,21.641,1.393
0.25,0.0,0.75,4.0,0.125,29.757,1.916
0.25,0.0,0.75,4.0,0.5,32.462,2.09
0.25,0.0,0.75,4.0,1.0,36.069,2.322
0.25,0.0,0.75,4.0,2.0,43.282,2.787
0.25,0.05,0.7,0.25,0.125,2.566,0.166
0.25,0.05,0.7,0.5,0.125,4.277,0.276
0.25,0.05,0.7,1.0,0.125,7.699,0.497
0.25,0.05,0.7,1.0,0.5,10.266,0.662
0.25,0.05,0.7,2.0,0.125,14.543,0.938
0.25,0.05,0.7,2.0,0.5,17.11,1.104
0.25,0.05,0.7,2.0,1.0,20.532,1.325
0.25,0.05,0.7,4.0,0.125,28.231,1.822
0.25,0.05,0.7,4.0,0.5,30.797,1.987
0.25,0.05,0.7,4.0,1.0,34.219,2.208
0.25,0.05,0.7,4.0,2.0,41.063,2.65
0.25,0.1,0.65,0.25,0.125,2.393,0.176
0.25,0.1,0.65,0.5,0.125,3.989,0.294
0.25,0.1,0.65,1.0,0.125,7.18,0.529
0.25,0.1,0.65,1.0,0.5,9.574,0.706
0.25,0.1,0.65,2.0,0.125,13.563,1.0
0.25,0.1,0.65,2.0,0.5,15.957,1.176
0.25,0.1,0.65,2.0,1.0,19.148,1.411
0.25,0.1,0.65,4.0,0.125,26.328,1.94
0.25,0.1,0.65,4.0,0.5,28.722,2.117
0.25,0.1,0.65,4.0,1.0,31.913,2.352
0.25,0.1,0.65,4.0,2.0,38.296,2.822
0.25,0.15,0.6,0.25,0.125,2.267,0.17
0.25,0.15,0.6,0.5,0.125,3.779,0.283
0.25,0.15,0.6,1.0,0.125,6.802,0.51
0.25,0.15,0.6,1.0,0.5,9.069,0.68
0.25,0.15,0.6,2.0,0.125,12.847,0.963
0.25,0.15,0.6,2.0,0.5,15.115,1.133
0.25,0.15,0.6,2.0,1.0,18.138,1.36
0.25,0.15,0.6,4.0,0.125,24.939,1.87
0.25,0.15,0.6,4.0,0.5,27.206,2.04
0.25,0.15,0.6,4.0,1.0,30.229,2.266
0.25,0.15,0.6,4.0,2.0,36.275,2.72
0.25,0.2,0.55,0.25,0.125,2.047,0.197
0.25,0.2,0.55,0.5,0.125,3.412,0.329
0.25,0.2,0.55,1.0,0.125,6.141,0.592
0.25,0.2,0.55,1.0,0.5,8.188,0.789
0.25,0.2,0.55,2.0,0.125,11.599,1.118
0.25,0.2,0.55,2.0,0.5,13.646,1.315
0.25,0.2,0.55,2.0,1.0,16.375,1.578
0.25,0.2,0.55,4.0,0.125,22.516,2.17
0.25,0.2,0.55,4.0,0.5,24.563,2.367
0.25,0.2,0.55,4.0,1.0,27.292,2.63
0.25,0.2,0.55,4.0,2.0,32.75,3.156
0.25,0.25,0.5,0.25,0.125,1.857,0.182
0.25,0.25,0.5,0.5,0.125,3.095,0.304
0.25,0.25,0.5,1.0,0.125,5.571,0.547
0.25,0.25,0.5,1.0,0.5,7.428,0.729
0.25,0.25,0.5,2.0,0.125,10.523,1.033
0.25,0.25,0.5,2.0,0.5,12.381,1.215
0.25,0.25,0.5,2.0,1.0,14.857,1.458
0.25,0.25,0.5,4.0,0.125,20.428,2.005
0.25,0.25,0.5,4.0,0.5,22.285,2.188
0.25,0.25,0.5,4.0,1.0,24.761,2.431
0.25,0.25,0.5,4.0,2.0,29.713,2.917
0.25,0.3,0.45,0.25,0.125,1.711,0.156
0.25,0.3,0.45,0.5,0.125,2.851,0.26
0.25,0.3,0.45,1.0,0.125,5.132,0.468
0.25,0.3,0.45,1.0,0.5,6.843,0.624
0.25,0.3,0.45,2.0,0.125,9.694,0.884
0.25,0.3,0.45,2.0,0.5,11.405,1.04
0.25,0.3,0.45,2.0,1.0,13.686,1.248
0.25,0.3,0.45,4.0,0.125,18.818,1.716
0.25,0.3,0.45,4.0,0.5,20.528,1.872
0.25,0.3,0.45,4.0,1.0,22.809,2.08
0.25,0.3,0.45,4.0,2.0,27.371,2.495
0.25,0.35,0.4,0.25,0.125,1.474,0.15
0.25,0.35,0.4,0.5,0.125,2.457,0.25
0.25,0.35,0.4,1.0,0.125,4.422,0.449
0.25,0.35,0.4,1.0,0.5,5.896,0.599
0.25,0.35,0.4,2.0,0.125,8.353,0.848
0.25,0.35,0.4,2.0,0.5,9.827,0.998
0.25,0.35,0.4,2.0,1.0,11.792,1.198
0.25,0.35,0.4,4.0,0.125,16.214,1.647
0.25,0.35,0.4,4.0,0.5,17.688,1.797
0.25,0.35,0.4,4.0,1.0,19.653,1.996
0.25,0.35,0.4,4.0,2.0,23.584,2.396
0.25,0.4,0.35,0.25,0.125,1.272,0.156
0.25,0.4,0.35,0.5,0.125,2.119,0.26
0.25,0.4,0.35,1.0,0.125,3.815,0.468
0.25,0.4,0.35,1.0,0.5,5.086,0.624
0.25,0.4,0.35,2.0,0.125,7.206,0.884
0.25,0.4,0.35,2.0,0.5,8.477,1.04
0.25,0.4,0.35,2.0,1.0,10.173,1.248
0.25,0.4,0.35,4.0,0.125,13.988,1.715
0.25,0.4,0.35,4.0,0.5,15.259,1.871
0.25,0.4,0.35,4.0,1.0,16.955,2.079
0.25,0.4,0.35,4.0,2.0,20.346,2.495
0.25,0.45,0.3,0.25,0.125,1.124,0.142
0.25,0.45,0.3,0.5,0.125,1.873,0.237
0.25,0.45,0.3,1.0,0.125,3.372,0.427
0.25,0.45,0.3,1.0,0.5,4.496,0.57
0.25,0.45,0.3,2.0,0.125,6.37,0.807
0.25,0.45,0.3,2.0,0.5,7.494,0.95
0.25,0.45,0.3,2.0,1.0,8.993,1.14
0.25,0.45,0.3,4.0,0.125,12.365,1.567
0.25,0.45,0.3,4.0,0.5,13.489,1.71
0.25,0.45,0.3,4.0,1.0,14.988,1.9
0.25,0.45,0.3,4.0,2.0,17.985,2.28
0.25,0.5,0.25,0.25,0.125,0.914,0.138
0.25,0.5,0.25,0.5,0.125,1.523,0.229
0.25,0.5,0.25,1.0,0.125,2.741,0.413
0.25,0.5,0.25,1.0,0.5,3.655,0.55
0.25,0.5,0.25,2.0,0.125,5.178,0.779
0.25,0.5,0.25,2.0,0.5,6.092,0.917
0.25,0.5,0.25,2.0,1.0,7.31,1.1
0.25,0.5,0.25,4.0,0.125,10.051,1.513
0.25,0.5,0.25,4.0,0.5,10.965,1.65
0.25,0.5,0.25,4.0,1.0,12.183,1.834
0.25,0.5,0.25,4.0,2.0,14.62,2.2
0.25,0.55,0.2,0.25,0.125,0.751,0.175
0.25,0.55,0.2,0.5,0.125,1.251,0.292
0.25,0.55,0.2,1.0,0.125,2.252,0.526
0.25,0.55,0.2,1.0,0.5,3.003,0.701
0.25,0.55,0.2,2.0,0.125,4.254,0.993
0.25,0.55,0.2,2.0,0.5,5.005,1.168
0.25,0.55,0.2,2.0,1.0,6.006,1.402
0.25,0.55,0.2,4.0,0.125,8.258,1.928
0.25,0.55,0.2,4.0,0.5,9.009,2.103
0.25,0.55,0.2,4.0,1.0,10.01,2.337
0.25,0.55,0.2,4.0,2.0,12.012,2.804
0.25,0.6,0.15,0.25,0.125,0.583,0.169
0.25,0.6,0.15,0.5,0.125,0.971,0.282
0.25,0.6,0.15,1.0,0.125,1.748,0.507
0.25,0.6,0.15,1.0,0.5,2.33,0.677
0.25,0.6,0.15,2.0,0.125,3.301,0.958
0.25,0.6,0.15,2.0,0.5,3.884,1.128
0.25,0.6,0.15,2.0,1.0,4.661,1.353
0.25,0.6,0.15,4.0,0.125,6.408,1.86
0.25,0.6,0.15,4.0,0.5,6.991,2.03
0.25,0.6,0.15,4.0,1.0,7.768,2.255
0.25,0.6,0.15,4.0,2.0,9.321,2.706
0.25,0.65,0.1,0.25,0.125,0.405,0.173
0.25,0.65,0.1,0.5,0.125,0.675,0.288
0.25,0.65,0.1,1.0,0.125,1.215,0.518
0.25,0.65,0.1,1.0,0.5,1.621,0.69
0.25,0.65,0.1,2.0,0.125,2.296,0.978
0.25,0.65,0.1,2.0,0.5,2.701,1.151
0.25,0.65,0.1,2.0,1.0,3.241,1.381
0.25,0.65,0.1,4.0,0.125,4.457,1.899
0.25,0.65,0.1,4.0,0.5,4.862,2.071
0.25,0.65,0.1,4.0,1.0,5.402,2.301
0.25,0.65,0.1,4.0,2.0,6.483,2.762
0.25,0.7,0.05,0.25,0.125,0.232,0.148
0.25,0.7,0.05,0.5,0.125,0.387,0.247
0.25,0.7,0.05,1.0,0.125,0.696,0.445
0.25,0.7,0.05,1.0,0.5,0.928,0.593
0.25,0.7,0.05,2.0,0.125,1.315,0.841
0.25,0.7,0.05,2.0,0.5,1.547,0.989
0.25,0.7,0.05,2.0,1.0,1.856,1.187
0.25,0.7,0.05,4.0,0.125,2.552,1.632
0.25,0.7,0.05,4.0,0.5,2.784,1.78
0.25,0.7,0.05,4.0,1.0,3.093,1.978
0.25,0.7,0.05,4.0,2.0,3.712,2.374
0.25,0.75,0.0,0.25,0.125,0.015,0.085
0.25,0.75,0.0,0.5,0.125,0.025,0.142
0.25,0.75,0.0,1.0,0.125,0.045,0.256
0.25,0.75,0.0,1.0,0.5,0.06,0.341
0.25,0.75,0.0,2.0,0.125,0.085,0.483
0.25,0.75,0.0,2.0,0.5,0.1,0.568
0.25,0.75,0.0,2.0,1.0,0.12,0.682
0.25,0.75,0.0,4.0,0.125,0.165,0.937
0.25,0.75,0.0,4.0,0.5,0.181,1.022
0.25,0.75,0.0,4.0,1.0,0.201,1.136
0.25,0.75,0.0,4.0,2.0,0.241,1.363
0.3,0.0,0.7,0.25,0.125,2.531,0.161
0.3,0.0,0.7,0.5,0.125,4.218,0.268
0.3,0.0,0.7,1.0,0.125,7.593,0.482
0.3,0.0,0.7,1.0,0.5,10.124,0.642
0.3,0.0,0.7,2.0,0.125,14.343,0.91
0.3,0.0,0.7,2.0,0.5,16.874,1.07
0.3,0.0,0.7,2.0,1.0,20.248,1.285
0.3,0.0,0.7,4.0,0.125,27.842,1.766
0.3,0.0,0.7,4.0,0.5,30.373,1.927
0.3,0.0,0.7,4.0,1.0,33.747,2.141
0.3,0.0,0.7,4.0,2.0,40.497,2.569
0.3,0.05,0.65,0.25,0.125,2.382,0.175
0.3,0.05,0.65,0.5,0.125,3.97,0.292
0.3,0.05,0.65,1.0,0.125,7.146,0.526
0.3,0.05,0.65,1.0,0.5,9.528,0.701
0.3,0.05,0.65,2.0,0.125,13.497,0.994
0.3,0.05,0.65,2.0,0.5,15.879,1.169
0.3,0.05,0.65,2.0,1.0,19.055,1.403
0.3,0.05,0.65,4.0,0.125,26.201,1.929
0.3,0.05,0.65,4.0,0.5,28.583,2.104
0.3,0.05,0.65,4.0,1.0,31.758,2.338
0.3,0.05,0.65,4.0,2.0,38.11,2.805
0.3,0.1,0.6,0.25,0.125,2.239,0.164
0.3,0.1,0.6,0.5,0.125,3.732,0.273
0.3,0.1,0.6,1.0,0.125,6.717,0.492
0.3,0.1,0.6,1.0,0.5,8.956,0.656
0.3,0.1,0.6,2.0,0.125,12.687,0.93
0.3,0.1,0.6,2.0,0.5,14.926,1.094
0.3,0.1,0.6,2.0,1.0,17.911,1.313
0.3,0.1,0.6,4.0,0.125,24.628,1.805
0.3,0.1,0.6,4.0,0.5,26.867,1.969
0.3,0.1,0.6,4.0,1.0,29.852,2.188
0.3,0.1,0.6,4.0,2.0,35.823,2.625
0.3,0.15,0.55,0.25,0.125,2.059,0.156
0.3,0.15,0.55,0.5,0.125,3.432,0.26
0.3,0.15,0.55,1.0,0.125,6.177,0.469
0.3,0.15,0.55,1.0,0.5,8.236,0.625
0.3,0.15,0.55,2.0,0.125,11.668,0.886
0.3,0.15,0.55,2.0,0.5,13.727,1.042
0.3,0.15,0.55,2.0,1.0,16.473,1.25
0.3,0.15,0.55,4.0,0.125,22.65,1.719
0.3,0.15,0.55,4.0,0.5,24.709,1.875
0.3,0.15,0.55,4.0,1.0,27.454,2.084
0.3,0.15,0.55,4.0,2.0,32.945,2.5
0.3,0.2,0.5,0.25,0.125,1.83,0.161
0.3,0.2,0.5,0.5,0.125,3.05,0.268
0.3,0.2,0.5,1.0,0.125,5.491,0.483
0.3,0.2,0.5,1.0,0.5,7.321,0.644
0.3,0.2,0.5,2.0,0.125,10.371,0.912
0.3,0.2,0.5,2.0,0.5,12.201,1.073
0.3,0.2,0.5,2.0,1.0,14.642,1.288
0.3,0.2,0.5,4.0,0.125,20.132,1.771
0.3,0.2,0.5,4.0,0.5,21.963,1.932
0.3,0.2,0.5,4.0,1.0,24.403,2.146
0.3,0.2,0.5,4.0,2.0,29.283,2.576
0.3,0.25,0.45,0.25,0.125,1.698,0.165
0.3,0.25,0.45,0.5,0.125,2.83,0.274
0.3,0.25,0.45,1.0,0.125,5.094,0.494
0.3,0.25,0.45,1.0,0.5,6.791,0.659
0.3,0.25,0.45,2.0,0.125,9.621,0.933
0.3,0.25,0.45,2.0,0.5,11.319,1.098
0.3,0.25,0.45,2.0,1.0,13.583,1.317
0.3,0.25,0.45,4.0,0.125,18.677,1.811
0.3,0.25,0.45,4.0,0.5,20.374,1.976
0.3,0.25,0.45,4.0,1.0,22.638,2.195
0.3,0.25,0.45,4.0,2.0,27.166,2.634
0.3,0.3,0.4,0.25,0.125,1.506,0.17
0.3,0.3,0.4,0.5,0.125,2.509,0.283
0.3,0.3,0.4,1.0,0.125,4.517,0.51
0.3,0.3,0.4,1.0,0.5,6.022,0.68
0.3,0.3,0.4,2.0,0.125,8.532,0.963
0.3,0.3,0.4,2.0,0.5,10.037,1.133
0.3,0.3,0.4,2.0,1.0,12.045,1.359
0.3,0.3,0.4,4.0,0.125,16.562,1.869
0.3,0.3,0.4,4.0,0.5,18.067,2.039
0.3,0.3,0.4,4.0,1.0,20.075,2.265
0.3,0.3,0.4,4.0,2.0,24.09,2.718
0.3,0.35,0.35,0.25,0.125,1.325,0.148
0.3,0.35,0.35,0.5,0.125,2.209,0.247
0.3,0.35,0.35,1.0,0.125,3.976,0.445
0.3,0.35,0.35,1.0,0.5,5.301,0.593
0.3,0.35,0.35,2.0,0.125,7.51,0.84
0.3,0.35,0.35,2.0,0.5,8.835,0.989
0.3,0.35,0.35,2.0,1.0,10.602,1.186
0.3,0.35,0.35,4.0,0.125,14.578,1.631
0.3,0.35,0.35,4.0,0.5,15.903,1.779
0.3,0.35,0.35,4.0,1.0,17.67,1.977
0.3,0.35,0.35,4.0,2.0,21.204,2.373
0.3,0.4,0.3,0.25,0.125,1.105,0.158
0.3,0.4,0.3,0.5,0.125,1.842,0.263
0.3,0.4,0.3,1.0,0.125,3.315,0.474
0.3,0.4,0.3,1.0,0.5,4.421,0.632
0.3,0.4,0.3,2.0,0.125,6.263,0.895
0.3,0.4,0.3,2.0,0.5,7.368,1.053
0.3,0.4,0.3,2.0,1.0,8.841,1.264
0.3,0.4,0.3,4.0,0.125,12.157,1.738
0.3,0.4,0.3,4.0,0.5,13.262,1.896
0.3,0.4,0.3,4.0,1.0,14.735,2.107
0.3,0.4,0.3,4.0,2.0,17.682,2.528
0.3,0.45,0.25,0.25,0.125,0.931,0.168
0.3,0.45,0.25,0.5,0.125,1.551,0.28
0.3,0.45,0.25,1.0,0.125,2.792,0.504
0.3,0.45,0.25,1.0,0.5,3.722,0.672
0.3,0.45,0.25,2.0,0.125,5.273,0.952
0.3,0.45,0.25,2.0,0.5,6.204,1.12
0.3,0.45,0.25,2.0,1.0,7.445,1.344
0.3,0.45,0.25,4.0,0.125,10.237,1.848
0.3,0.45,0.25,4.0,0.5,11.167,2.016
0.3,0.45,0.25,4.0,1.0,12.408,2.24
0.3,0.45,0.25,4.0,2.0,14.89,2.689
0.3,0.5,0.2,0.25,0.125,0.748,0.17
0.3,0.5,0.2,0.5,0.125,1.247,0.283
0.3,0.5,0.2,1.0,0.125,2.245,0.51
0.3,0.5,0.2,1.0,0.5,2.994,0.68
0.3,0.5,0.2,2.0,0.125,4.241,0.963
0.3,0.5,0.2,2.0,0.5,4.989,1.133
0.3,0.5,0.2,2.0,1.0,5.987,1.36
0.3,0.5,0.2,4.0,0.125,8.233,1.87
0.3,0.5,0.2,4.0,0.5,8.981,2.04
0.3,0.5,0.2,4.0,1.0,9.979,2.267
0.3,0.5,0.2,4.0,2.0,11.975,2.72
0.3,0.55,0.15,0.25,0.125,0.55,0.159
0.3,0.55,0.15,0.5,0.125,0.917,0.266
0.3,0.55,0.15,1.0,0.125,1.651,0.478
0.3,0.55,0.15,1.0,0.5,2.202,0.638
0.3,0.55,0.15,2.0,0.125,3.119,0.904
0.3,0.55,0.15,2.0,0.5,3.669,1.063
0.3,0.55,0.15,2.0,1.0,4.403,1.276
0.3,0.55,0.15,4.0,0.125,6.055,1.754
0.3,0.55,0.15,4.0,0.5,6.605,1.914
0.3,0.55,0.15,4.0,1.0,7.339,2.126
0.3,0.55,0.15,4.0,2.0,8.807,2.552
0.3,0.6,0.1,0.25,0.125,0.384,0.152
0.3,0.6,0.1,0.5,0.125,0.641,0.253
0.3,0.6,0.1,1.0,0.125,1.153,0.455
0.3,0.6,0.1,1.0,0.5,1.538,0.607
0.3,0.6,0.1,2.0,0.125,2.179,0.86
0.3,0.6,0.1,2.0,0.5,2.563,1.012
0.3,0.6,0.1,2.0,1.0,3.076,1.214
0.3,0.6,0.1,4.0,0.125,4.229,1.669
0.3,0.6,0.1,4.0,0.5,4.614,1.821
0.3,0.6,0.1,4.0,1.0,5.127,2.023
0.3,0.6,0.1,4.0,2.0,6.152,2.428
0.3,0.65,0.05,0.25,0.125,0.194,0.164
0.3,0.65,0.05,0.5,0.125,0.323,0.273
0.3,0.65,0.05,1.0,0.125,0.582,0.491
0.3,0.65,0.05,1.0,0.5,0.776,0.655
0.3,0.65,0.05,2.0,0.125,1.099,0.927
0.3,0.65,0.05,2.0,0.5,1.293,1.091
0.3,0.65,0.05,2.0,1.0,1.552,1.309
0.3,0.65,0.05,4.0,0.125,2.134,1.8
0.3,0.65,0.05,4.0,0.5,2.328,1.964
0.3,0.65,0.05,4.0,1.0,2.586,2.182
0.3,0.65,0.05,4.0,2.0,3.103,2.618
0.3,0.7,0.0,0.25,0.125,0.02,0.103
0.3,0.7,0.0,0.5,0.125,0.034,0.172
0.3,0.7,0.0,1.0,0.125,0.061,0.31
0.3,0.7,0.0,1.0,0.5,0.082,0.413
0.3,0.7,0.0,2.0,0.125,0.116,0.585
0.3,0.7,0.0,2.0,0.5,0.136,0.688
0.3,0.7,0.0,2.0,1.0,0.164,0.826
0.3,0.7,0.0,4.0,0.125,0.225,1.135
0.3,0.7,0.0,4.0,0.5,0.245,1.238
0.3,0.7,0.0,4.0,1.0,0.273,1.376
0.3,0.7,0.0,4.0,2.0,0.327,1.651
0.35,0.0,0.65,0.25,0.125,2.404,0.131
0.35,0.0,0.65,0.5,0.125,4.007,0.218
0.35,0.0,0.65,1.0,0.125,7.212,0.392
0.35,0.0,0.65,1.0,0.5,9.616,0.522
0.35,0.0,0.65,2.0,0.125,13.623,0.74
0.35,0.0,0.65,2.0,0.5,16.027,0.87
0.35,0.0,0.65,2.0,1.0,19.232,1.045
0.35,0.0,0.65,4.0,0.125,26.444,1.436
0.35,0.0,0.65,4.0,0.5,28.848,1.567
0.35,0.0,0.65,4.0,1.0,32.053,1.741
0.35,0.0,0.65,4.0,2.0,38.464,2.089
0.35,0.05,0.6,0.25,0.125,2.196,0.145
0.35,0.05,0.6,0.5,0.125,3.659,0.242
0.35,0.05,0.6,1.0,0.125,6.587,0.435
0.35,0.05,0.6,1.0,0.5,8.783,0.58
0.35,0.05,0.6,2.0,0.125,12.442,0.822
0.35,0.05,0.6,2.0,0.5,14.638,0.967
0.35,0.05,0.6,2.0,1.0,17.565,1.161
0.35,0.05,0.6,4.0,0.125,24.152,1.596
0.35,0.05,0.6,4.0,0.5,26.348,1.741
0.35,0.05,0.6,4.0,1.0,29.275,1.935
0.35,0.05,0.6,4.0,2.0,35.131,2.322
0.35,0.1,0.55,0.25,0.125,2.07,0.171
0.35,0.1,0.55,0.5,0.125,3.449,0.284
0.35,0.1,0.55,1.0,0.125,6.209,0.512
0.35,0.1,0.55,1.0,0.5,8.278,0.682
0.35,0.1,0.55,2.0,0.125,11.728,0.967
0.35,0.1,0.55,2.0,0.5,13.797,1.137
0.35,0.1,0.55,2.0,1.0,16.557,1.365
0.35,0.1,0.55,4.0,0.125,22.765,1.876
0.35,0.1,0.55,4.0,0.5,24.835,2.047
0.35,0.1,0.55,4.0,1.0,27.594,2.274
0.35,0.1,0.55,4.0,2.0,33.113,2.729
0.35,0.15,0.5,0.25,0.125,1.886,0.144
0.35,0.15,0.5,0.5,0.125,3.143,0.24
0.35,0.15,0.5,1.0,0.125,5.658,0.432
0.35,0.15,0.5,1.0,0.5,7.544,0.576
0.35,0.15,0.5,2.0,0.125,10.687,0.817
0.35,0.15,0.5,2.0,0.5,12.573,0.961
0.35,0.15,0.5,2.0,1.0,15.087,1.153
0.35,0.15,0.5,4.0,0.125,20.745,1.585
0.35,0.15,0.5,4.0,0.5,22.631,1.729
0.35,0.15,0.5,4.0,1.0,25.146,1.921
