[NPM1]_WT_median,[NPM1]_Halo_median,[NPM1]_FAST_median,Gamma1,Gamma2,GVR_median,GVR_std
0.35,0.15,0.5,4.0,2.0,30.175,2.306
0.35,0.2,0.45,0.25,0.125,1.662,0.145
0.35,0.2,0.45,0.5,0.125,2.77,0.241
0.35,0.2,0.45,1.0,0.125,4.986,0.434
0.35,0.2,0.45,1.0,0.5,6.648,0.578
0.35,0.2,0.45,2.0,0.125,9.418,0.819
0.35,0.2,0.45,2.0,0.5,11.079,0.964
0.35,0.2,0.45,2.0,1.0,13.295,1.157
0.35,0.2,0.45,4.0,0.125,18.281,1.591
0.35,0.2,0.45,4.0,0.5,19.943,1.735
0.35,0.2,0.45,4.0,1.0,22.159,1.928
0.35,0.2,0.45,4.0,2.0,26.591,2.313
0.35,0.25,0.4,0.25,0.125,1.485,0.163
0.35,0.25,0.4,0.5,0.125,2.476,0.271
0.35,0.25,0.4,1.0,0.125,4.456,0.488
0.35,0.25,0.4,1.0,0.5,5.941,0.65
0.35,0.25,0.4,2.0,0.125,8.417,0.921
0.35,0.25,0.4,2.0,0.5,9.902,1.084
0.35,0.25,0.4,2.0,1.0,11.883,1.301
0.35,0.25,0.4,4.0,0.125,16.339,1.789
0.35,0.25,0.4,4.0,0.5,17.824,1.951
0.35,0.25,0.4,4.0,1.0,19.805,2.168
0.35,0.25,0.4,4.0,2.0,23.766,2.602
0.35,0.3,0.35,0.25,0.125,1.307,0.157
0.35,0.3,0.35,0.5,0.125,2.179,0.261
0.35,0.3,0.35,1.0,0.125,3.922,0.47
0.35,0.3,0.35,1.0,0.5,5.23,0.627
0.35,0.3,0.35,2.0,0.125,7.409,0.888
0.35,0.3,0.35,2.0,0.5,8.716,1.045
0.35,0.3,0.35,2.0,1.0,10.46,1.254
0.35,0.3,0.35,4.0,0.125,14.382,1.724
0.35,0.3,0.35,4.0,0.5,15.689,1.881
0.35,0.3,0.35,4.0,1.0,17.433,2.09
0.35,0.3,0.35,4.0,2.0,20.919,2.508
0.35,0.35,0.3,0.25,0.125,1.113,0.176
0.35,0.35,0.3,0.5,0.125,1.855,0.293
0.35,0.35,0.3,1.0,0.125,3.339,0.528
0.35,0.35,0.3,1.0,0.5,4.452,0.704
0.35,0.35,0.3,2.0,0.125,6.306,0.998
0.35,0.35,0.3,2.0,0.5,7.419,1.174
0.35,0.35,0.3,2.0,1.0,8.903,1.408
0.35,0.35,0.3,4.0,0.125,12.242,1.936
0.35,0.35,0.3,4.0,0.5,13.355,2.112
0.35,0.35,0.3,4.0,1.0,14.839,2.347
0.35,0.35,0.3,4.0,2.0,17.806,2.816
0.35,0.4,0.25,0.25,0.125,0.904,0.165
0.35,0.4,0.25,0.5,0.125,1.506,0.274
0.35,0.4,0.25,1.0,0.125,2.712,0.494
0.35,0.4,0.25,1.0,0.5,3.616,0.658
0.35,0.4,0.25,2.0,0.125,5.122,0.932
0.35,0.4,0.25,2.0,0.5,6.026,1.097
0.35,0.4,0.25,2.0,1.0,7.231,1.316
0.35,0.4,0.25,4.0,0.125,9.943,1.81
0.35,0.4,0.25,4.0,0.5,10.847,1.974
0.35,0.4,0.25,4.0,1.0,12.052,2.194
0.35,0.4,0.25,4.0,2.0,14.462,2.632
0.35,0.45,0.2,0.25,0.125,0.728,0.174
0.35,0.45,0.2,0.5,0.125,1.213,0.291
0.35,0.45,0.2,1.0,0.125,2.183,0.523
0.35,0.45,0.2,1.0,0.5,2.91,0.697
0.35,0.45,0.2,2.0,0.125,4.123,0.988
0.35,0.45,0.2,2.0,0.5,4.851,1.162
0.35,0.45,0.2,2.0,1.0,5.821,1.395
0.35,0.45,0.2,4.0,0.125,8.004,1.918
0.35,0.45,0.2,4.0,0.5,8.731,2.092
0.35,0.45,0.2,4.0,1.0,9.702,2.325
0.35,0.45,0.2,4.0,2.0,11.642,2.789
0.35,0.5,0.15,0.25,0.125,0.542,0.165
0.35,0.5,0.15,0.5,0.125,0.904,0.274
0.35,0.5,0.15,1.0,0.125,1.627,0.494
0.35,0.5,0.15,1.0,0.5,2.17,0.658
0.35,0.5,0.15,2.0,0.125,3.074,0.932
0.35,0.5,0.15,2.0,0.5,3.616,1.097
0.35,0.5,0.15,2.0,1.0,4.34,1.316
0.35,0.5,0.15,4.0,0.125,5.967,1.81
0.35,0.5,0.15,4.0,0.5,6.509,1.974
0.35,0.5,0.15,4.0,1.0,7.233,2.194
0.35,0.5,0.15,4.0,2.0,8.679,2.632
0.35,0.55,0.1,0.25,0.125,0.392,0.182
0.35,0.55,0.1,0.5,0.125,0.653,0.303
0.35,0.55,0.1,1.0,0.125,1.176,0.545
0.35,0.55,0.1,1.0,0.5,1.568,0.727
0.35,0.55,0.1,2.0,0.125,2.222,1.03
0.35,0.55,0.1,2.0,0.5,2.614,1.211
0.35,0.55,0.1,2.0,1.0,3.137,1.454
0.35,0.55,0.1,4.0,0.125,4.313,1.999
0.35,0.55,0.1,4.0,0.5,4.705,2.181
0.35,0.55,0.1,4.0,1.0,5.228,2.423
0.35,0.55,0.1,4.0,2.0,6.273,2.908
0.35,0.6,0.05,0.25,0.125,0.217,0.154
0.35,0.6,0.05,0.5,0.125,0.361,0.256
0.35,0.6,0.05,1.0,0.125,0.65,0.461
0.35,0.6,0.05,1.0,0.5,0.867,0.615
0.35,0.6,0.05,2.0,0.125,1.228,0.871
0.35,0.6,0.05,2.0,0.5,1.445,1.024
0.35,0.6,0.05,2.0,1.0,1.734,1.229
0.35,0.6,0.05,4.0,0.125,2.384,1.69
0.35,0.6,0.05,4.0,0.5,2.601,1.844
0.35,0.6,0.05,4.0,1.0,2.89,2.049
0.35,0.6,0.05,4.0,2.0,3.468,2.459
0.35,0.65,0.0,0.25,0.125,0.0,0.101
0.35,0.65,0.0,0.5,0.125,0.0,0.168
0.35,0.65,0.0,1.0,0.125,0.0,0.303
0.35,0.65,0.0,1.0,0.5,0.0,0.403
0.35,0.65,0.0,2.0,0.125,0.0,0.571
0.35,0.65,0.0,2.0,0.5,0.0,0.672
0.35,0.65,0.0,2.0,1.0,0.0,0.807
0.35,0.65,0.0,4.0,0.125,0.0,1.109
0.35,0.65,0.0,4.0,0.5,0.0,1.21
0.35,0.65,0.0,4.0,1.0,0.0,1.345
0.35,0.65,0.0,4.0,2.0,0.0,1.613
0.4,0.0,0.6,0.25,0.125,2.142,0.152
0.4,0.0,0.6,0.5,0.125,3.57,0.253
0.4,0.0,0.6,1.0,0.125,6.426,0.455
0.4,0.0,0.6,1.0,0.5,8.568,0.607
0.4,0.0,0.6,2.0,0.125,12.138,0.86
0.4,0.0,0.6,2.0,0.5,14.28,1.012
0.4,0.0,0.6,2.0,1.0,17.136,1.214
0.4,0.0,0.6,4.0,0.125,23.562,1.67
0.4,0.0,0.6,4.0,0.5,25.704,1.822
0.4,0.0,0.6,4.0,1.0,28.56,2.024
0.4,0.0,0.6,4.0,2.0,34.273,2.429
0.4,0.05,0.55,0.25,0.125,2.055,0.161
0.4,0.05,0.55,0.5,0.125,3.426,0.268
0.4,0.05,0.55,1.0,0.125,6.166,0.482
0.4,0.05,0.55,1.0,0.5,8.222,0.643
0.4,0.05,0.55,2.0,0.125,11.647,0.911
0.4,0.05,0.55,2.0,0.5,13.703,1.072
0.4,0.05,0.55,2.0,1.0,16.443,1.287
0.4,0.05,0.55,4.0,0.125,22.609,1.769
0.4,0.05,0.55,4.0,0.5,24.665,1.93
0.4,0.05,0.55,4.0,1.0,27.405,2.144
0.4,0.05,0.55,4.0,2.0,32.886,2.573
0.4,0.1,0.5,0.25,0.125,1.864,0.16
0.4,0.1,0.5,0.5,0.125,3.107,0.267
0.4,0.1,0.5,1.0,0.125,5.593,0.481
0.4,0.1,0.5,1.0,0.5,7.458,0.641
0.4,0.1,0.5,2.0,0.125,10.565,0.908
0.4,0.1,0.5,2.0,0.5,12.43,1.068
0.4,0.1,0.5,2.0,1.0,14.916,1.282
0.4,0.1,0.5,4.0,0.125,20.509,1.762
0.4,0.1,0.5,4.0,0.5,22.373,1.922
0.4,0.1,0.5,4.0,1.0,24.859,2.136
0.4,0.1,0.5,4.0,2.0,29.831,2.563
0.4,0.15,0.45,0.25,0.125,1.682,0.159
0.4,0.15,0.45,0.5,0.125,2.804,0.265
0.4,0.15,0.45,1.0,0.125,5.047,0.477
0.4,0.15,0.45,1.0,0.5,6.729,0.637
0.4,0.15,0.45,2.0,0.125,9.533,0.902
0.4,0.15,0.45,2.0,0.5,11.215,1.061
0.4,0.15,0.45,2.0,1.0,13.458,1.273
0.4,0.15,0.45,4.0,0.125,18.505,1.75
0.4,0.15,0.45,4.0,0.5,20.188,1.91
0.4,0.15,0.45,4.0,1.0,22.431,2.122
0.4,0.15,0.45,4.0,2.0,26.917,2.546
0.4,0.2,0.4,0.25,0.125,1.5,0.155
0.4,0.2,0.4,0.5,0.125,2.5,0.259
0.4,0.2,0.4,1.0,0.125,4.5,0.466
0.4,0.2,0.4,1.0,0.5,6.0,0.621
0.4,0.2,0.4,2.0,0.125,8.5,0.88
0.4,0.2,0.4,2.0,0.5,10.0,1.035
0.4,0.2,0.4,2.0,1.0,12.0,1.242
0.4,0.2,0.4,4.0,0.125,16.5,1.708
0.4,0.2,0.4,4.0,0.5,18.0,1.863
0.4,0.2,0.4,4.0,1.0,20.0,2.07
0.4,0.2,0.4,4.0,2.0,24.001,2.485
0.4,0.25,0.35,0.25,0.125,1.338,0.15
0.4,0.25,0.35,0.5,0.125,2.231,0.251
0.4,0.25,0.35,1.0,0.125,4.015,0.451
0.4,0.25,0.35,1.0,0.5,5.354,0.602
0.4,0.25,0.35,2.0,0.125,7.584,0.852
0.4,0.25,0.35,2.0,0.5,8.923,1.003
0.4,0.25,0.35,2.0,1.0,10.707,1.203
0.4,0.25,0.35,4.0,0.125,14.722,1.655
0.4,0.25,0.35,4.0,0.5,16.061,1.805
0.4,0.25,0.35,4.0,1.0,17.845,2.006
0.4,0.25,0.35,4.0,2.0,21.414,2.407
0.4,0.3,0.3,0.25,0.125,1.149,0.137
0.4,0.3,0.3,0.5,0.125,1.915,0.229
0.4,0.3,0.3,1.0,0.125,3.447,0.412
0.4,0.3,0.3,1.0,0.5,4.596,0.549
0.4,0.3,0.3,2.0,0.125,6.511,0.778
0.4,0.3,0.3,2.0,0.5,7.661,0.915
0.4,0.3,0.3,2.0,1.0,9.193,1.098
0.4,0.3,0.3,4.0,0.125,12.64,1.51
0.4,0.3,0.3,4.0,0.5,13.789,1.647
0.4,0.3,0.3,4.0,1.0,15.321,1.83
0.4,0.3,0.3,4.0,2.0,18.385,2.196
0.4,0.35,0.25,0.25,0.125,0.879,0.161
0.4,0.35,0.25,0.5,0.125,1.464,0.268
0.4,0.35,0.25,1.0,0.125,2.636,0.482
0.4,0.35,0.25,1.0,0.5,3.514,0.643
0.4,0.35,0.25,2.0,0.125,4.978,0.911
0.4,0.35,0.25,2.0,0.5,5.857,1.071
0.4,0.35,0.25,2.0,1.0,7.028,1.286
0.4,0.35,0.25,4.0,0.125,9.664,1.768
0.4,0.35,0.25,4.0,0.5,10.543,1.929
0.4,0.35,0.25,4.0,1.0,11.714,2.143
0.4,0.35,0.25,4.0,2.0,14.057,2.571
0.4,0.4,0.2,0.25,0.125,0.823,0.159
0.4,0.4,0.2,0.5,0.125,1.372,0.265
0.4,0.4,0.2,1.0,0.125,2.469,0.477
0.4,0.4,0.2,1.0,0.5,3.292,0.636
0.4,0.4,0.2,2.0,0.125,4.663,0.9
0.4,0.4,0.2,2.0,0.5,5.486,1.059
0.4,0.4,0.2,2.0,1.0,6.584,1.271
0.4,0.4,0.2,4.0,0.125,9.053,1.748
0.4,0.4,0.2,4.0,0.5,9.875,1.907
0.4,0.4,0.2,4.0,1.0,10.973,2.118
0.4,0.4,0.2,4.0,2.0,13.167,2.542
0.4,0.45,0.15,0.25,0.125,0.554,0.162
0.4,0.45,0.15,0.5,0.125,0.923,0.269
0.4,0.45,0.15,1.0,0.125,1.662,0.485
0.4,0.45,0.15,1.0,0.5,2.216,0.646
0.4,0.45,0.15,2.0,0.125,3.139,0.915
0.4,0.45,0.15,2.0,0.5,3.693,1.077
0.4,0.45,0.15,2.0,1.0,4.432,1.292
0.4,0.45,0.15,4.0,0.125,6.094,1.777
0.4,0.45,0.15,4.0,0.5,6.648,1.938
0.4,0.45,0.15,4.0,1.0,7.386,2.154
0.4,0.45,0.15,4.0,2.0,8.864,2.584
0.4,0.5,0.1,0.25,0.125,0.383,0.174
0.4,0.5,0.1,0.5,0.125,0.638,0.29
0.4,0.5,0.1,1.0,0.125,1.148,0.522
0.4,0.5,0.1,1.0,0.5,1.53,0.696
0.4,0.5,0.1,2.0,0.125,2.168,0.985
0.4,0.5,0.1,2.0,0.5,2.551,1.159
0.4,0.5,0.1,2.0,1.0,3.061,1.391
0.4,0.5,0.1,4.0,0.125,4.209,1.913
0.4,0.5,0.1,4.0,0.5,4.591,2.087
0.4,0.5,0.1,4.0,1.0,5.102,2.319
0.4,0.5,0.1,4.0,2.0,6.122,2.782
0.4,0.55,0.05,0.25,0.125,0.191,0.146
0.4,0.55,0.05,0.5,0.125,0.318,0.243
0.4,0.55,0.05,1.0,0.125,0.572,0.437
0.4,0.55,0.05,1.0,0.5,0.763,0.583
0.4,0.55,0.05,2.0,0.125,1.08,0.825
0.4,0.55,0.05,2.0,0.5,1.271,0.971
0.4,0.55,0.05,2.0,1.0,1.525,1.165
0.4,0.55,0.05,4.0,0.125,2.097,1.602
0.4,0.55,0.05,4.0,0.5,2.288,1.748
0.4,0.55,0.05,4.0,1.0,2.542,1.942
0.4,0.55,0.05,4.0,2.0,3.051,2.33
0.4,0.6,0.0,0.25,0.125,0.022,0.114
0.4,0.6,0.0,0.5,0.125,0.037,0.19
0.4,0.6,0.0,1.0,0.125,0.066,0.342
0.4,0.6,0.0,1.0,0.5,0.089,0.455
0.4,0.6,0.0,2.0,0.125,0.125,0.645
0.4,0.6,0.0,2.0,0.5,0.148,0.759
0.4,0.6,0.0,2.0,1.0,0.177,0.911
0.4,0.6,0.0,4.0,0.125,0.243,1.252
0.4,0.6,0.0,4.0,0.5,0.266,1.366
0.4,0.6,0.0,4.0,1.0,0.295,1.518
0.4,0.6,0.0,4.0,2.0,0.354,1.821
0.45,0.0,0.55,0.25,0.125,1.998,0.136
0.45,0.0,0.55,0.5,0.125,3.33,0.227
0.45,0.0,0.55,1.0,0.125,5.994,0.409
0.45,0.0,0.55,1.0,0.5,7.992,0.545
0.45,0.0,0.55,2.0,0.125,11.322,0.772
0.45,0.0,0.55,2.0,0.5,13.32,0.908
0.45,0.0,0.55,2.0,1.0,15.984,1.09
0.45,0.0,0.55,4.0,0.125,21.978,1.498
0.45,0.0,0.55,4.0,0.5,23.976,1.635
0.45,0.0,0.55,4.0,1.0,26.64,1.816
0.45,0.0,0.55,4.0,2.0,31.968,2.179
0.45,0.05,0.5,0.25,0.125,1.866,0.147
0.45,0.05,0.5,0.5,0.125,3.11,0.245
0.45,0.05,0.5,1.0,0.125,5.598,0.441
0.45,0.05,0.5,1.0,0.5,7.464,0.589
0.45,0.05,0.5,2.0,0.125,10.575,0.834
0.45,0.05,0.5,2.0,0.5,12.441,0.981
0.45,0.05,0.5,2.0,1.0,14.929,1.177
0.45,0.05,0.5,4.0,0.125,20.527,1.619
0.45,0.05,0.5,4.0,0.5,22.393,1.766
0.45,0.05,0.5,4.0,1.0,24.881,1.962
0.45,0.05,0.5,4.0,2.0,29.858,2.355
0.45,0.1,0.45,0.25,0.125,1.695,0.15
0.45,0.1,0.45,0.5,0.125,2.824,0.251
0.45,0.1,0.45,1.0,0.125,5.084,0.451
0.45,0.1,0.45,1.0,0.5,6.779,0.602
0.45,0.1,0.45,2.0,0.125,9.603,0.853
0.45,0.1,0.45,2.0,0.5,11.298,1.003
0.45,0.1,0.45,2.0,1.0,13.557,1.204
0.45,0.1,0.45,4.0,0.125,18.641,1.655
0.45,0.1,0.45,4.0,0.5,20.336,1.806
0.45,0.1,0.45,4.0,1.0,22.595,2.007
0.45,0.1,0.45,4.0,2.0,27.114,2.408
0.45,0.15,0.4,0.25,0.125,1.488,0.141
0.45,0.15,0.4,0.5,0.125,2.48,0.234
0.45,0.15,0.4,1.0,0.125,4.464,0.422
0.45,0.15,0.4,1.0,0.5,5.952,0.563
0.45,0.15,0.4,2.0,0.125,8.432,0.797
0.45,0.15,0.4,2.0,0.5,9.92,0.938
0.45,0.15,0.4,2.0,1.0,11.904,1.125
0.45,0.15,0.4,4.0,0.125,16.368,1.548
0.45,0.15,0.4,4.0,0.5,17.856,1.688
0.45,0.15,0.4,4.0,1.0,19.84,1.876
0.45,0.15,0.4,4.0,2.0,23.808,2.251
0.45,0.2,0.35,0.25,0.125,1.311,0.152
0.45,0.2,0.35,0.5,0.125,2.185,0.253
0.45,0.2,0.35,1.0,0.125,3.932,0.456
0.45,0.2,0.35,1.0,0.5,5.243,0.608
0.45,0.2,0.35,2.0,0.125,7.428,0.862
0.45,0.2,0.35,2.0,0.5,8.739,1.014
0.45,0.2,0.35,2.0,1.0,10.486,1.217
0.45,0.2,0.35,4.0,0.125,14.419,1.673
0.45,0.2,0.35,4.0,0.5,15.73,1.825
0.45,0.2,0.35,4.0,1.0,17.477,2.028
0.45,0.2,0.35,4.0,2.0,20.973,2.433
0.45,0.25,0.3,0.25,0.125,1.133,0.159
0.45,0.25,0.3,0.5,0.125,1.888,0.266
0.45,0.25,0.3,1.0,0.125,3.398,0.478
0.45,0.25,0.3,1.0,0.5,4.531,0.638
0.45,0.25,0.3,2.0,0.125,6.419,0.904
0.45,0.25,0.3,2.0,0.5,7.551,1.063
0.45,0.25,0.3,2.0,1.0,9.062,1.276
0.45,0.25,0.3,4.0,0.125,12.46,1.754
0.45,0.25,0.3,4.0,0.5,13.592,1.914
0.45,0.25,0.3,4.0,1.0,15.103,2.126
0.45,0.25,0.3,4.0,2.0,18.123,2.552
0.45,0.3,0.25,0.25,0.125,0.928,0.135
0.45,0.3,0.25,0.5,0.125,1.547,0.224
0.45,0.3,0.25,1.0,0.125,2.784,0.404
0.45,0.3,0.25,1.0,0.5,3.712,0.539
0.45,0.3,0.25,2.0,0.125,5.258,0.763
0.45,0.3,0.25,2.0,0.5,6.186,0.898
0.45,0.3,0.25,2.0,1.0,7.424,1.078
0.45,0.3,0.25,4.0,0.125,10.208,1.482
0.45,0.3,0.25,4.0,0.5,11.135,1.616
0.45,0.3,0.25,4.0,1.0,12.373,1.796
0.45,0.3,0.25,4.0,2.0,14.847,2.155
0.45,0.35,0.2,0.25,0.125,0.755,0.169
0.45,0.35,0.2,0.5,0.125,1.258,0.282
0.45,0.35,0.2,1.0,0.125,2.264,0.508
0.45,0.35,0.2,1.0,0.5,3.018,0.677
0.45,0.35,0.2,2.0,0.125,4.276,0.959
0.45,0.35,0.2,2.0,0.5,5.03,1.129
0.45,0.35,0.2,2.0,1.0,6.037,1.354
0.45,0.35,0.2,4.0,0.125,8.3,1.862
0.45,0.35,0.2,4.0,0.5,9.055,2.031
0.45,0.35,0.2,4.0,1.0,10.061,2.257
0.45,0.35,0.2,4.0,2.0,12.073,2.708
0.45,0.4,0.15,0.25,0.125,0.545,0.172
0.45,0.4,0.15,0.5,0.125,0.908,0.287
0.45,0.4,0.15,1.0,0.125,1.634,0.517
0.45,0.4,0.15,1.0,0.5,2.178,0.69
0.45,0.4,0.15,2.0,0.125,3.086,0.977
0.45,0.4,0.15,2.0,0.5,3.63,1.149
0.45,0.4,0.15,2.0,1.0,4.356,1.379
0.45,0.4,0.15,4.0,0.125,5.99,1.897
0.45,0.4,0.15,4.0,0.5,6.534,2.069
0.45,0.4,0.15,4.0,1.0,7.26,2.299
0.45,0.4,0.15,4.0,2.0,8.712,2.759
0.45,0.45,0.1,0.25,0.125,0.4,0.156
0.45,0.45,0.1,0.5,0.125,0.667,0.26
0.45,0.45,0.1,1.0,0.125,1.2,0.468
0.45,0.45,0.1,1.0,0.5,1.6,0.624
0.45,0.45,0.1,2.0,0.125,2.267,0.884
0.45,0.45,0.1,2.0,0.5,2.667,1.04
0.45,0.45,0.1,2.0,1.0,3.201,1.248
0.45,0.45,0.1,4.0,0.125,4.401,1.716
0.45,0.45,0.1,4.0,0.5,4.801,1.871
0.45,0.45,0.1,4.0,1.0,5.334,2.079
0.45,0.45,0.1,4.0,2.0,6.401,2.495
0.45,0.5,0.05,0.25,0.125,0.217,0.14
0.45,0.5,0.05,0.5,0.125,0.361,0.233
0.45,0.5,0.05,1.0,0.125,0.65,0.419
0.45,0.5,0.05,1.0,0.5,0.867,0.558
0.45,0.5,0.05,2.0,0.125,1.228,0.791
0.45,0.5,0.05,2.0,0.5,1.445,0.931
0.45,0.5,0.05,2.0,1.0,1.733,1.117
0.45,0.5,0.05,4.0,0.125,2.384,1.536
0.45,0.5,0.05,4.0,0.5,2.6,1.675
0.45,0.5,0.05,4.0,1.0,2.889,1.862
0.45,0.5,0.05,4.0,2.0,3.467,2.234
0.45,0.55,0.0,0.25,0.125,0.0,0.102
0.45,0.55,0.0,0.5,0.125,0.0,0.17
0.45,0.55,0.0,1.0,0.125,0.0,0.306
0.45,0.55,0.0,1.0,0.5,0.0,0.408
0.45,0.55,0.0,2.0,0.125,0.0,0.578
0.45,0.55,0.0,2.0,0.5,0.0,0.68
0.45,0.55,0.0,2.0,1.0,0.0,0.817
0.45,0.55,0.0,4.0,0.125,0.0,1.123
0.45,0.55,0.0,4.0,0.5,0.0,1.225
0.45,0.55,0.0,4.0,1.0,0.0,1.361
0.45,0.55,0.0,4.0,2.0,0.0,1.633
0.5,0.0,0.5,0.25,0.125,1.825,0.15
0.5,0.0,0.5,0.5,0.125,3.041,0.25
0.5,0.0,0.5,1.0,0.125,5.474,0.451
0.5,0.0,0.5,1.0,0.5,7.299,0.601
0.5,0.0,0.5,2.0,0.125,10.341,0.851
0.5,0.0,0.5,2.0,0.5,12.165,1.001
0.5,0.0,0.5,2.0,1.0,14.598,1.202
0.5,0.0,0.5,4.0,0.125,20.073,1.652
0.5,0.0,0.5,4.0,0.5,21.898,1.803
0.5,0.0,0.5,4.0,1.0,24.331,2.003
0.5,0.0,0.5,4.0,2.0,29.197,2.403
0.5,0.05,0.45,0.25,0.125,1.663,0.141
0.5,0.05,0.45,0.5,0.125,2.772,0.235
0.5,0.05,0.45,1.0,0.125,4.989,0.423
0.5,0.05,0.45,1.0,0.5,6.652,0.564
0.5,0.05,0.45,2.0,0.125,9.424,0.8
0.5,0.05,0.45,2.0,0.5,11.087,0.941
0.5,0.05,0.45,2.0,1.0,13.305,1.129
0.5,0.05,0.45,4.0,0.125,18.294,1.552
0.5,0.05,0.45,4.0,0.5,19.957,1.693
0.5,0.05,0.45,4.0,1.0,22.175,1.882
0.5,0.05,0.45,4.0,2.0,26.61,2.258
0.5,0.1,0.4,0.25,0.125,1.526,0.167
0.5,0.1,0.4,0.5,0.125,2.543,0.279
0.5,0.1,0.4,1.0,0.125,4.577,0.502
0.5,0.1,0.4,1.0,0.5,6.103,0.67
0.5,0.1,0.4,2.0,0.125,8.645,0.949
0.5,0.1,0.4,2.0,0.5,10.171,1.116
0.5,0.1,0.4,2.0,1.0,12.205,1.34
0.5,0.1,0.4,4.0,0.125,16.782,1.842
0.5,0.1,0.4,4.0,0.5,18.308,2.009
0.5,0.1,0.4,4.0,1.0,20.342,2.233
0.5,0.1,0.4,4.0,2.0,24.41,2.679
0.5,0.15,0.35,0.25,0.125,1.29,0.164
0.5,0.15,0.35,0.5,0.125,2.149,0.274
0.5,0.15,0.35,1.0,0.125,3.869,0.493
0.5,0.15,0.35,1.0,0.5,5.158,0.657
0.5,0.15,0.35,2.0,0.125,7.308,0.931
0.5,0.15,0.35,2.0,0.5,8.597,1.095
0.5,0.15,0.35,2.0,1.0,10.317,1.314
0.5,0.15,0.35,4.0,0.125,14.186,1.807
0.5,0.15,0.35,4.0,0.5,15.475,1.972
0.5,0.15,0.35,4.0,1.0,17.195,2.191
0.5,0.15,0.35,4.0,2.0,20.634,2.629
0.5,0.2,0.3,0.25,0.125,1.123,0.168
0.5,0.2,0.3,0.5,0.125,1.872,0.28
0.5,0.2,0.3,1.0,0.125,3.369,0.503
0.5,0.2,0.3,1.0,0.5,4.492,0.671
0.5,0.2,0.3,2.0,0.125,6.363,0.951
0.5,0.2,0.3,2.0,0.5,7.486,1.119
0.5,0.2,0.3,2.0,1.0,8.984,1.342
0.5,0.2,0.3,4.0,0.125,12.353,1.846
0.5,0.2,0.3,4.0,0.5,13.475,2.014
0.5,0.2,0.3,4.0,1.0,14.973,2.237
0.5,0.2,0.3,4.0,2.0,17.967,2.685
0.5,0.25,0.25,0.25,0.125,0.956,0.161
0.5,0.25,0.25,0.5,0.125,1.593,0.269
0.5,0.25,0.25,1.0,0.125,2.867,0.484
0.5,0.25,0.25,1.0,0.5,3.823,0.645
0.5,0.25,0.25,2.0,0.125,5.415,0.913
0.5,0.25,0.25,2.0,0.5,6.371,1.075
0.5,0.25,0.25,2.0,1.0,7.645,1.289
0.5,0.25,0.25,4.0,0.125,10.512,1.773
0.5,0.25,0.25,4.0,0.5,11.468,1.934
0.5,0.25,0.25,4.0,1.0,12.742,2.149
0.5,0.25,0.25,4.0,2.0,15.291,2.579
0.5,0.3,0.2,0.25,0.125,0.706,0.165
0.5,0.3,0.2,0.5,0.125,1.177,0.275
0.5,0.3,0.2,1.0,0.125,2.118,0.494
0.5,0.3,0.2,1.0,0.5,2.824,0.659
0.5,0.3,0.2,2.0,0.125,4.001,0.934
0.5,0.3,0.2,2.0,0.5,4.707,1.099
0.5,0.3,0.2,2.0,1.0,5.649,1.319
0.5,0.3,0.2,4.0,0.125,7.767,1.813
0.5,0.3,0.2,4.0,0.5,8.473,1.978
0.5,0.3,0.2,4.0,1.0,9.414,2.198
0.5,0.3,0.2,4.0,2.0,11.297,2.637
0.5,0.35,0.15,0.25,0.125,0.527,0.172
0.5,0.35,0.15,0.5,0.125,0.879,0.287
0.5,0.35,0.15,1.0,0.125,1.582,0.517
0.5,0.35,0.15,1.0,0.5,2.11,0.689
0.5,0.35,0.15,2.0,0.125,2.989,0.976
0.5,0.35,0.15,2.0,0.5,3.516,1.148
0.5,0.35,0.15,2.0,1.0,4.219,1.378
0.5,0.35,0.15,4.0,0.125,5.801,1.895
0.5,0.35,0.15,4.0,0.5,6.329,2.067
0.5,0.35,0.15,4.0,1.0,7.032,2.296
0.5,0.35,0.15,4.0,2.0,8.438,2.756
0.5,0.4,0.1,0.25,0.125,0.377,0.152
0.5,0.4,0.1,0.5,0.125,0.628,0.253
0.5,0.4,0.1,1.0,0.125,1.131,0.455
0.5,0.4,0.1,1.0,0.5,1.508,0.607
0.5,0.4,0.1,2.0,0.125,2.137,0.86
0.5,0.4,0.1,2.0,0.5,2.514,1.012
0.5,0.4,0.1,2.0,1.0,3.017,1.214
0.5,0.4,0.1,4.0,0.125,4.148,1.669
0.5,0.4,0.1,4.0,0.5,4.525,1.821
0.5,0.4,0.1,4.0,1.0,5.028,2.023
0.5,0.4,0.1,4.0,2.0,6.033,2.428
0.5,0.45,0.05,0.25,0.125,0.192,0.148
0.5,0.45,0.05,0.5,0.125,0.321,0.247
0.5,0.45,0.05,1.0,0.125,0.577,0.444
0.5,0.45,0.05,1.0,0.5,0.77,0.593
0.5,0.45,0.05,2.0,0.125,1.09,0.839
0.5,0.45,0.05,2.0,0.5,1.283,0.988
0.5,0.45,0.05,2.0,1.0,1.539,1.185
0.5,0.45,0.05,4.0,0.125,2.117,1.629
0.5,0.45,0.05,4.0,0.5,2.309,1.778
0.5,0.45,0.05,4.0,1.0,2.565,1.975
0.5,0.45,0.05,4.0,2.0,3.079,2.37
0.5,0.5,0.0,0.25,0.125,0.0,0.105
