[NPM1]_WT,[NPM1]_Halo,[NPM1]_NFAST,[NPM1]_CFAST,Gamma,Experiment
0.2,0.55,0.05,0.2,4.0,-0.547
0.2,0.55,0.1,0.15,0.25,-0.029
0.2,0.55,0.1,0.15,0.5,-0.058
0.2,0.55,0.1,0.15,1.0,-0.116
0.2,0.55,0.1,0.15,2.0,-0.232
0.2,0.55,0.1,0.15,4.0,-0.464
0.2,0.55,0.15,0.1,0.25,-0.029
0.2,0.55,0.15,0.1,0.5,-0.058
0.2,0.55,0.15,0.1,1.0,-0.116
0.2,0.55,0.15,0.1,2.0,-0.232
0.2,0.55,0.15,0.1,4.0,-0.464
0.2,0.55,0.2,0.05,0.25,-0.034
0.2,0.55,0.2,0.05,0.5,-0.068
0.2,0.55,0.2,0.05,1.0,-0.137
0.2,0.55,0.2,0.05,2.0,-0.274
0.2,0.55,0.2,0.05,4.0,-0.547
0.2,0.55,0.25,0.0,0.25,-0.0
0.2,0.55,0.25,0.0,0.5,-0.0
0.2,0.55,0.25,0.0,1.0,-0.0
0.2,0.55,0.25,0.0,2.0,-0.0
0.2,0.55,0.25,0.0,4.0,-0.0
0.2,0.6,0.0,0.2,0.25,-0.0
0.2,0.6,0.0,0.2,0.5,-0.0
0.2,0.6,0.0,0.2,1.0,-0.0
0.2,0.6,0.0,0.2,2.0,-0.0
0.2,0.6,0.0,0.2,4.0,-0.0
0.2,0.6,0.05,0.15,0.25,-0.035
0.2,0.6,0.05,0.15,0.5,-0.07
0.2,0.6,0.05,0.15,1.0,-0.139
0.2,0.6,0.05,0.15,2.0,-0.279
0.2,0.6,0.05,0.15,4.0,-0.558
0.2,0.6,0.1,0.1,0.25,-0.037
0.2,0.6,0.1,0.1,0.5,-0.075
0.2,0.6,0.1,0.1,1.0,-0.15
0.2,0.6,0.1,0.1,2.0,-0.3
0.2,0.6,0.1,0.1,4.0,-0.6
0.2,0.6,0.15,0.05,0.25,-0.035
0.2,0.6,0.15,0.05,0.5,-0.07
0.2,0.6,0.15,0.05,1.0,-0.139
0.2,0.6,0.15,0.05,2.0,-0.279
0.2,0.6,0.15,0.05,4.0,-0.558
0.2,0.6,0.2,0.0,0.25,-0.0
0.2,0.6,0.2,0.0,0.5,-0.0
0.2,0.6,0.2,0.0,1.0,-0.0
0.2,0.6,0.2,0.0,2.0,-0.0
0.2,0.6,0.2,0.0,4.0,-0.0
0.2,0.65,0.0,0.15,0.25,-0.0
0.2,0.65,0.0,0.15,0.5,-0.0
0.2,0.65,0.0,0.15,1.0,-0.0
0.2,0.65,0.0,0.15,2.0,-0.0
0.2,0.65,0.0,0.15,4.0,-0.0
0.2,0.65,0.05,0.1,0.25,-0.031
0.2,0.65,0.05,0.1,0.5,-0.062
0.2,0.65,0.05,0.1,1.0,-0.124
0.2,0.65,0.05,0.1,2.0,-0.249
0.2,0.65,0.05,0.1,4.0,-0.497
0.2,0.65,0.1,0.05,0.25,-0.031
0.2,0.65,0.1,0.05,0.5,-0.062
0.2,0.65,0.1,0.05,1.0,-0.124
0.2,0.65,0.1,0.05,2.0,-0.249
0.2,0.65,0.1,0.05,4.0,-0.497
0.2,0.65,0.15,0.0,0.25,-0.0
0.2,0.65,0.15,0.0,0.5,-0.0
0.2,0.65,0.15,0.0,1.0,-0.0
0.2,0.65,0.15,0.0,2.0,-0.0
0.2,0.65,0.15,0.0,4.0,-0.0
0.2,0.7,0.0,0.1,0.25,-0.0
0.2,0.7,0.0,0.1,0.5,-0.0
0.2,0.7,0.0,0.1,1.0,-0.0
0.2,0.7,0.0,0.1,2.0,-0.0
0.2,0.7,0.0,0.1,4.0,-0.0
0.2,0.7,0.05,0.05,0.25,-0.021
0.2,0.7,0.05,0.05,0.5,-0.041
0.2,0.7,0.05,0.05,1.0,-0.082
0.2,0.7,0.05,0.05,2.0,-0.164
0.2,0.7,0.05,0.05,4.0,-0.328
0.2,0.7,0.1,0.0,0.25,-0.0
0.2,0.7,0.1,0.0,0.5,-0.0
0.2,0.7,0.1,0.0,1.0,-0.0
0.2,0.7,0.1,0.0,2.0,-0.0
0.2,0.7,0.1,0.0,4.0,-0.0
0.2,0.75,0.0,0.05,0.25,-0.0
0.2,0.75,0.0,0.05,0.5,-0.0
0.2,0.75,0.0,0.05,1.0,-0.0
0.2,0.75,0.0,0.05,2.0,-0.0
0.2,0.75,0.0,0.05,4.0,-0.0
0.2,0.75,0.05,0.0,0.25,-0.0
0.2,0.75,0.05,0.0,0.5,-0.0
0.2,0.75,0.05,0.0,1.0,-0.0
0.2,0.75,0.05,0.0,2.0,-0.0
0.2,0.75,0.05,0.0,4.0,-0.0
0.2,0.8,0.0,0.0,0.25,-0.0
0.2,0.8,0.0,0.0,0.5,-0.0
0.2,0.8,0.0,0.0,1.0,-0.0
0.2,0.8,0.0,0.0,2.0,-0.0
0.2,0.8,0.0,0.0,4.0,-0.0
0.25,0.0,0.0,0.75,0.25,
0.25,0.0,0.0,0.75,0.5,
0.25,0.0,0.0,0.75,1.0,
0.25,0.0,0.0,0.75,2.0,
0.25,0.0,0.0,0.75,4.0,
0.25,0.0,0.05,0.7,0.25,
0.25,0.0,0.05,0.7,0.5,
0.25,0.0,0.05,0.7,1.0,
0.25,0.0,0.05,0.7,2.0,
0.25,0.0,0.05,0.7,4.0,
0.25,0.0,0.1,0.65,0.25,
0.25,0.0,0.1,0.65,0.5,
0.25,0.0,0.1,0.65,1.0,
0.25,0.0,0.1,0.65,2.0,
0.25,0.0,0.1,0.65,4.0,
0.25,0.0,0.15,0.6,0.25,
0.25,0.0,0.15,0.6,0.5,
0.25,0.0,0.15,0.6,1.0,
0.25,0.0,0.15,0.6,2.0,
0.25,0.0,0.15,0.6,4.0,
0.25,0.0,0.2,0.55,0.25,
0.25,0.0,0.2,0.55,0.5,
0.25,0.0,0.2,0.55,1.0,
0.25,0.0,0.2,0.55,2.0,
0.25,0.0,0.2,0.55,4.0,
0.25,0.0,0.25,0.5,0.25,
0.25,0.0,0.25,0.5,0.5,
0.25,0.0,0.25,0.5,1.0,
0.25,0.0,0.25,0.5,2.0,
0.25,0.0,0.25,0.5,4.0,
0.25,0.0,0.3,0.45,0.25,
0.25,0.0,0.3,0.45,0.5,
0.25,0.0,0.3,0.45,1.0,
0.25,0.0,0.3,0.45,2.0,
0.25,0.0,0.3,0.45,4.0,
0.25,0.0,0.35,0.4,0.25,
0.25,0.0,0.35,0.4,0.5,
0.25,0.0,0.35,0.4,1.0,
0.25,0.0,0.35,0.4,2.0,
0.25,0.0,0.35,0.4,4.0,
0.25,0.0,0.4,0.35,0.25,
0.25,0.0,0.4,0.35,0.5,
0.25,0.0,0.4,0.35,1.0,
0.25,0.0,0.4,0.35,2.0,
0.25,0.0,0.4,0.35,4.0,
0.25,0.0,0.45,0.3,0.25,
0.25,0.0,0.45,0.3,0.5,
0.25,0.0,0.45,0.3,1.0,
0.25,0.0,0.45,0.3,2.0,
0.25,0.0,0.45,0.3,4.0,
0.25,0.0,0.5,0.25,0.25,
0.25,0.0,0.5,0.25,0.5,
0.25,0.0,0.5,0.25,1.0,
0.25,0.0,0.5,0.25,2.0,
0.25,0.0,0.5,0.25,4.0,
0.25,0.0,0.55,0.2,0.25,
0.25,0.0,0.55,0.2,0.5,
0.25,0.0,0.55,0.2,1.0,
0.25,0.0,0.55,0.2,2.0,
0.25,0.0,0.55,0.2,4.0,
0.25,0.0,0.6,0.15,0.25,
0.25,0.0,0.6,0.15,0.5,
0.25,0.0,0.6,0.15,1.0,
0.25,0.0,0.6,0.15,2.0,
0.25,0.0,0.6,0.15,4.0,
0.25,0.0,0.65,0.1,0.25,
0.25,0.0,0.65,0.1,0.5,
0.25,0.0,0.65,0.1,1.0,
0.25,0.0,0.65,0.1,2.0,
0.25,0.0,0.65,0.1,4.0,
0.25,0.0,0.7,0.05,0.25,
0.25,0.0,0.7,0.05,0.5,
0.25,0.0,0.7,0.05,1.0,
0.25,0.0,0.7,0.05,2.0,
0.25,0.0,0.7,0.05,4.0,
0.25,0.0,0.75,0.0,0.25,
0.25,0.0,0.75,0.0,0.5,
0.25,0.0,0.75,0.0,1.0,
0.25,0.0,0.75,0.0,2.0,
0.25,0.0,0.75,0.0,4.0,
0.25,0.05,0.0,0.7,0.25,-0.0
0.25,0.05,0.0,0.7,0.5,-0.0
0.25,0.05,0.0,0.7,1.0,-0.0
0.25,0.05,0.0,0.7,2.0,-0.0
0.25,0.05,0.0,0.7,4.0,-0.0
0.25,0.05,0.05,0.65,0.25,-0.001
0.25,0.05,0.05,0.65,0.5,-0.002
0.25,0.05,0.05,0.65,1.0,-0.003
0.25,0.05,0.05,0.65,2.0,-0.007
0.25,0.05,0.05,0.65,4.0,-0.014
0.25,0.05,0.1,0.6,0.25,0.016
0.25,0.05,0.1,0.6,0.5,0.032
0.25,0.05,0.1,0.6,1.0,0.064
0.25,0.05,0.1,0.6,2.0,0.129
0.25,0.05,0.1,0.6,4.0,0.258
0.25,0.05,0.15,0.55,0.25,0.043
0.25,0.05,0.15,0.55,0.5,0.087
0.25,0.05,0.15,0.55,1.0,0.174
0.25,0.05,0.15,0.55,2.0,0.347
0.25,0.05,0.15,0.55,4.0,0.695
0.25,0.05,0.2,0.5,0.25,0.074
0.25,0.05,0.2,0.5,0.5,0.148
0.25,0.05,0.2,0.5,1.0,0.295
0.25,0.05,0.2,0.5,2.0,0.59
0.25,0.05,0.2,0.5,4.0,1.18
0.25,0.05,0.25,0.45,0.25,0.101
0.25,0.05,0.25,0.45,0.5,0.201
0.25,0.05,0.25,0.45,1.0,0.402
0.25,0.05,0.25,0.45,2.0,0.805
0.25,0.05,0.25,0.45,4.0,1.61
0.25,0.05,0.3,0.4,0.25,0.119
0.25,0.05,0.3,0.4,0.5,0.238
0.25,0.05,0.3,0.4,1.0,0.475
0.25,0.05,0.3,0.4,2.0,0.951
0.25,0.05,0.3,0.4,4.0,1.902
0.25,0.05,0.35,0.35,0.25,0.125
0.25,0.05,0.35,0.35,0.5,0.251
0.25,0.05,0.35,0.35,1.0,0.501
0.25,0.05,0.35,0.35,2.0,1.003
0.25,0.05,0.35,0.35,4.0,2.005
0.25,0.05,0.4,0.3,0.25,0.119
0.25,0.05,0.4,0.3,0.5,0.238
0.25,0.05,0.4,0.3,1.0,0.475
0.25,0.05,0.4,0.3,2.0,0.951
0.25,0.05,0.4,0.3,4.0,1.902
0.25,0.05,0.45,0.25,0.25,0.101
0.25,0.05,0.45,0.25,0.5,0.201
0.25,0.05,0.45,0.25,1.0,0.402
0.25,0.05,0.45,0.25,2.0,0.805
0.25,0.05,0.45,0.25,4.0,1.61
0.25,0.05,0.5,0.2,0.25,0.074
0.25,0.05,0.5,0.2,0.5,0.148
0.25,0.05,0.5,0.2,1.0,0.295
0.25,0.05,0.5,0.2,2.0,0.59
0.25,0.05,0.5,0.2,4.0,1.18
0.25,0.05,0.55,0.15,0.25,0.043
0.25,0.05,0.55,0.15,0.5,0.087
0.25,0.05,0.55,0.15,1.0,0.174
0.25,0.05,0.55,0.15,2.0,0.347
0.25,0.05,0.55,0.15,4.0,0.695
0.25,0.05,0.6,0.1,0.25,0.016
0.25,0.05,0.6,0.1,0.5,0.032
0.25,0.05,0.6,0.1,1.0,0.064
0.25,0.05,0.6,0.1,2.0,0.129
0.25,0.05,0.6,0.1,4.0,0.258
0.25,0.05,0.65,0.05,0.25,-0.001
0.25,0.05,0.65,0.05,0.5,-0.002
0.25,0.05,0.65,0.05,1.0,-0.003
0.25,0.05,0.65,0.05,2.0,-0.007
0.25,0.05,0.65,0.05,4.0,-0.014
0.25,0.05,0.7,0.0,0.25,-0.0
0.25,0.05,0.7,0.0,0.5,-0.0
0.25,0.05,0.7,0.0,1.0,-0.0
0.25,0.05,0.7,0.0,2.0,-0.0
0.25,0.05,0.7,0.0,4.0,-0.0
0.25,0.1,0.0,0.65,0.25,-0.0
0.25,0.1,0.0,0.65,0.5,-0.0
0.25,0.1,0.0,0.65,1.0,-0.0
0.25,0.1,0.0,0.65,2.0,-0.0
0.25,0.1,0.0,0.65,4.0,-0.0
0.25,0.1,0.05,0.6,0.25,-0.002
0.25,0.1,0.05,0.6,0.5,-0.004
0.25,0.1,0.05,0.6,1.0,-0.009
0.25,0.1,0.05,0.6,2.0,-0.018
0.25,0.1,0.05,0.6,4.0,-0.036
0.25,0.1,0.1,0.55,0.25,0.029
0.25,0.1,0.1,0.55,0.5,0.057
0.25,0.1,0.1,0.55,1.0,0.114
0.25,0.1,0.1,0.55,2.0,0.229
0.25,0.1,0.1,0.55,4.0,0.457
0.25,0.1,0.15,0.5,0.25,0.077
0.25,0.1,0.15,0.5,0.5,0.153
0.25,0.1,0.15,0.5,1.0,0.307
0.25,0.1,0.15,0.5,2.0,0.613
0.25,0.1,0.15,0.5,4.0,1.227
0.25,0.1,0.2,0.45,0.25,0.127
0.25,0.1,0.2,0.45,0.5,0.255
0.25,0.1,0.2,0.45,1.0,0.51
0.25,0.1,0.2,0.45,2.0,1.02
0.25,0.1,0.2,0.45,4.0,2.039
0.25,0.1,0.25,0.4,0.25,0.169
0.25,0.1,0.25,0.4,0.5,0.337
0.25,0.1,0.25,0.4,1.0,0.675
0.25,0.1,0.25,0.4,2.0,1.349
0.25,0.1,0.25,0.4,4.0,2.698
0.25,0.1,0.3,0.35,0.25,0.192
0.25,0.1,0.3,0.35,0.5,0.383
0.25,0.1,0.3,0.35,1.0,0.766
0.25,0.1,0.3,0.35,2.0,1.532
0.25,0.1,0.3,0.35,4.0,3.065
0.25,0.1,0.35,0.3,0.25,0.192
0.25,0.1,0.35,0.3,0.5,0.383
0.25,0.1,0.35,0.3,1.0,0.766
0.25,0.1,0.35,0.3,2.0,1.532
0.25,0.1,0.35,0.3,4.0,3.065
0.25,0.1,0.4,0.25,0.25,0.169
0.25,0.1,0.4,0.25,0.5,0.337
0.25,0.1,0.4,0.25,1.0,0.675
0.25,0.1,0.4,0.25,2.0,1.349
0.25,0.1,0.4,0.25,4.0,2.698
0.25,0.1,0.45,0.2,0.25,0.127
0.25,0.1,0.45,0.2,0.5,0.255
0.25,0.1,0.45,0.2,1.0,0.51
0.25,0.1,0.45,0.2,2.0,1.02
0.25,0.1,0.45,0.2,4.0,2.039
0.25,0.1,0.5,0.15,0.25,0.077
0.25,0.1,0.5,0.15,0.5,0.153
0.25,0.1,0.5,0.15,1.0,0.307
0.25,0.1,0.5,0.15,2.0,0.613
0.25,0.1,0.5,0.15,4.0,1.227
0.25,0.1,0.55,0.1,0.25,0.029
0.25,0.1,0.55,0.1,0.5,0.057
0.25,0.1,0.55,0.1,1.0,0.114
0.25,0.1,0.55,0.1,2.0,0.229
0.25,0.1,0.55,0.1,4.0,0.457
0.25,0.1,0.6,0.05,0.25,-0.002
0.25,0.1,0.6,0.05,0.5,-0.004
0.25,0.1,0.6,0.05,1.0,-0.009
0.25,0.1,0.6,0.05,2.0,-0.018
0.25,0.1,0.6,0.05,4.0,-0.036
0.25,0.1,0.65,0.0,0.25,-0.0
0.25,0.1,0.65,0.0,0.5,-0.0
0.25,0.1,0.65,0.0,1.0,-0.0
0.25,0.1,0.65,0.0,2.0,-0.0
0.25,0.1,0.65,0.0,4.0,-0.0
0.25,0.15,0.0,0.6,0.25,-0.0
0.25,0.15,0.0,0.6,0.5,-0.0
0.25,0.15,0.0,0.6,1.0,-0.0
0.25,0.15,0.0,0.6,2.0,-0.0
0.25,0.15,0.0,0.6,4.0,-0.0
0.25,0.15,0.05,0.55,0.25,-0.004
0.25,0.15,0.05,0.55,0.5,-0.008
0.25,0.15,0.05,0.55,1.0,-0.017
0.25,0.15,0.05,0.55,2.0,-0.033
0.25,0.15,0.05,0.55,4.0,-0.066
0.25,0.15,0.1,0.5,0.25,0.037
0.25,0.15,0.1,0.5,0.5,0.074
0.25,0.15,0.1,0.5,1.0,0.147
0.25,0.15,0.1,0.5,2.0,0.295
0.25,0.15,0.1,0.5,4.0,0.589
0.25,0.15,0.15,0.45,0.25,0.099
0.25,0.15,0.15,0.45,0.5,0.197
0.25,0.15,0.15,0.45,1.0,0.395
0.25,0.15,0.15,0.45,2.0,0.789
0.25,0.15,0.15,0.45,4.0,1.578
0.25,0.15,0.2,0.4,0.25,0.16
0.25,0.15,0.2,0.4,0.5,0.32
0.25,0.15,0.2,0.4,1.0,0.639
0.25,0.15,0.2,0.4,2.0,1.278
0.25,0.15,0.2,0.4,4.0,2.557
0.25,0.15,0.25,0.35,0.25,0.204
0.25,0.15,0.25,0.35,0.5,0.407
0.25,0.15,0.25,0.35,1.0,0.814
0.25,0.15,0.25,0.35,2.0,1.629
0.25,0.15,0.25,0.35,4.0,3.258
0.25,0.15,0.3,0.3,0.25,0.219
0.25,0.15,0.3,0.3,0.5,0.439
0.25,0.15,0.3,0.3,1.0,0.878
0.25,0.15,0.3,0.3,2.0,1.755
0.25,0.15,0.3,0.3,4.0,3.511
0.25,0.15,0.35,0.25,0.25,0.204
0.25,0.15,0.35,0.25,0.5,0.407
0.25,0.15,0.35,0.25,1.0,0.814
0.25,0.15,0.35,0.25,2.0,1.629
0.25,0.15,0.35,0.25,4.0,3.258
0.25,0.15,0.4,0.2,0.25,0.16
0.25,0.15,0.4,0.2,0.5,0.32
0.25,0.15,0.4,0.2,1.0,0.639
0.25,0.15,0.4,0.2,2.0,1.278
0.25,0.15,0.4,0.2,4.0,2.557
0.25,0.15,0.45,0.15,0.25,0.099
0.25,0.15,0.45,0.15,0.5,0.197
0.25,0.15,0.45,0.15,1.0,0.395
0.25,0.15,0.45,0.15,2.0,0.789
0.25,0.15,0.45,0.15,4.0,1.578
0.25,0.15,0.5,0.1,0.25,0.037
0.25,0.15,0.5,0.1,0.5,0.074
0.25,0.15,0.5,0.1,1.0,0.147
0.25,0.15,0.5,0.1,2.0,0.295
0.25,0.15,0.5,0.1,4.0,0.589
0.25,0.15,0.55,0.05,0.25,-0.004
0.25,0.15,0.55,0.05,0.5,-0.008
0.25,0.15,0.55,0.05,1.0,-0.017
0.25,0.15,0.55,0.05,2.0,-0.033
0.25,0.15,0.55,0.05,4.0,-0.066
0.25,0.15,0.6,0.0,0.25,-0.0
0.25,0.15,0.6,0.0,0.5,-0.0
0.25,0.15,0.6,0.0,1.0,-0.0
0.25,0.15,0.6,0.0,2.0,-0.0
0.25,0.15,0.6,0.0,4.0,-0.0
0.25,0.2,0.0,0.55,0.25,-0.0
0.25,0.2,0.0,0.55,0.5,-0.0
0.25,0.2,0.0,0.55,1.0,-0.0
0.25,0.2,0.0,0.55,2.0,-0.0
0.25,0.2,0.0,0.55,4.0,-0.0
0.25,0.2,0.05,0.5,0.25,-0.007
0.25,0.2,0.05,0.5,0.5,-0.014
0.25,0.2,0.05,0.5,1.0,-0.027
0.25,0.2,0.05,0.5,2.0,-0.054
0.25,0.2,0.05,0.5,4.0,-0.108
0.25,0.2,0.1,0.45,0.25,0.04
0.25,0.2,0.1,0.45,0.5,0.081
0.25,0.2,0.1,0.45,1.0,0.161
0.25,0.2,0.1,0.45,2.0,0.323
0.25,0.2,0.1,0.45,4.0,0.645
0.25,0.2,0.15,0.4,0.25,0.108
0.25,0.2,0.15,0.4,0.5,0.217
0.25,0.2,0.15,0.4,1.0,0.434
0.25,0.2,0.15,0.4,2.0,0.867
0.25,0.2,0.15,0.4,4.0,1.734
0.25,0.2,0.2,0.35,0.25,0.17
0.25,0.2,0.2,0.35,0.5,0.34
0.25,0.2,0.2,0.35,1.0,0.681
0.25,0.2,0.2,0.35,2.0,1.362
0.25,0.2,0.2,0.35,4.0,2.723
0.25,0.2,0.25,0.3,0.25,0.206
0.25,0.2,0.25,0.3,0.5,0.412
0.25,0.2,0.25,0.3,1.0,0.825
0.25,0.2,0.25,0.3,2.0,1.649
0.25,0.2,0.25,0.3,4.0,3.299
0.25,0.2,0.3,0.25,0.25,0.206
0.25,0.2,0.3,0.25,0.5,0.412
0.25,0.2,0.3,0.25,1.0,0.825
0.25,0.2,0.3,0.25,2.0,1.649
0.25,0.2,0.3,0.25,4.0,3.299
0.25,0.2,0.35,0.2,0.25,0.17
0.25,0.2,0.35,0.2,0.5,0.34
0.25,0.2,0.35,0.2,1.0,0.681
0.25,0.2,0.35,0.2,2.0,1.362
0.25,0.2,0.35,0.2,4.0,2.723
0.25,0.2,0.4,0.15,0.25,0.108
0.25,0.2,0.4,0.15,0.5,0.217
0.25,0.2,0.4,0.15,1.0,0.434
0.25,0.2,0.4,0.15,2.0,0.867
0.25,0.2,0.4,0.15,4.0,1.734
0.25,0.2,0.45,0.1,0.25,0.04
0.25,0.2,0.45,0.1,0.5,0.081
0.25,0.2,0.45,0.1,1.0,0.161
0.25,0.2,0.45,0.1,2.0,0.323
0.25,0.2,0.45,0.1,4.0,0.645
0.25,0.2,0.5,0.05,0.25,-0.007
0.25,0.2,0.5,0.05,0.5,-0.014
0.25,0.2,0.5,0.05,1.0,-0.027
0.25,0.2,0.5,0.05,2.0,-0.054
0.25,0.2,0.5,0.05,4.0,-0.108
0.25,0.2,0.55,0.0,0.25,-0.0
0.25,0.2,0.55,0.0,0.5,-0.0
0.25,0.2,0.55,0.0,1.0,-0.0
0.25,0.2,0.55,0.0,2.0,-0.0
0.25,0.2,0.55,0.0,4.0,-0.0
0.25,0.25,0.0,0.5,0.25,-0.0
0.25,0.25,0.0,0.5,0.5,-0.0
0.25,0.25,0.0,0.5,1.0,-0.0
0.25,0.25,0.0,0.5,2.0,-0.0
0.25,0.25,0.0,0.5,4.0,-0.0
0.25,0.25,0.05,0.45,0.25,-0.01
0.25,0.25,0.05,0.45,0.5,-0.02
0.25,0.25,0.05,0.45,1.0,-0.04
0.25,0.25,0.05,0.45,2.0,-0.081
0.25,0.25,0.05,0.45,4.0,-0.161
0.25,0.25,0.1,0.4,0.25,0.039
0.25,0.25,0.1,0.4,0.5,0.077
0.25,0.25,0.1,0.4,1.0,0.155
0.25,0.25,0.1,0.4,2.0,0.309
0.25,0.25,0.1,0.4,4.0,0.619
0.25,0.25,0.15,0.35,0.25,0.106
0.25,0.25,0.15,0.35,0.5,0.211
0.25,0.25,0.15,0.35,1.0,0.422
0.25,0.25,0.15,0.35,2.0,0.845
0.25,0.25,0.15,0.35,4.0,1.689
0.25,0.25,0.2,0.3,0.25,0.159
0.25,0.25,0.2,0.3,0.5,0.318
0.25,0.25,0.2,0.3,1.0,0.636
0.25,0.25,0.2,0.3,2.0,1.273
0.25,0.25,0.2,0.3,4.0,2.546
0.25,0.25,0.25,0.25,0.25,0.179
0.25,0.25,0.25,0.25,0.5,0.358
0.25,0.25,0.25,0.25,1.0,0.717
0.25,0.25,0.25,0.25,2.0,1.434
0.25,0.25,0.25,0.25,4.0,2.867
0.25,0.25,0.3,0.2,0.25,0.159
0.25,0.25,0.3,0.2,0.5,0.318
0.25,0.25,0.3,0.2,1.0,0.636
0.25,0.25,0.3,0.2,2.0,1.273
0.25,0.25,0.3,0.2,4.0,2.546
0.25,0.25,0.35,0.15,0.25,0.106
0.25,0.25,0.35,0.15,0.5,0.211
0.25,0.25,0.35,0.15,1.0,0.422
0.25,0.25,0.35,0.15,2.0,0.845
0.25,0.25,0.35,0.15,4.0,1.689
0.25,0.25,0.4,0.1,0.25,0.039
0.25,0.25,0.4,0.1,0.5,0.077
0.25,0.25,0.4,0.1,1.0,0.155
0.25,0.25,0.4,0.1,2.0,0.309
0.25,0.25,0.4,0.1,4.0,0.619
0.25,0.25,0.45,0.05,0.25,-0.01
0.25,0.25,0.45,0.05,0.5,-0.02
0.25,0.25,0.45,0.05,1.0,-0.04
0.25,0.25,0.45,0.05,2.0,-0.081
0.25,0.25,0.45,0.05,4.0,-0.161
0.25,0.25,0.5,0.0,0.25,-0.0
0.25,0.25,0.5,0.0,0.5,-0.0
0.25,0.25,0.5,0.0,1.0,-0.0
0.25,0.25,0.5,0.0,2.0,-0.0
0.25,0.25,0.5,0.0,4.0,-0.0
0.25,0.3,0.0,0.45,0.25,-0.0
0.25,0.3,0.0,0.45,0.5,-0.0
0.25,0.3,0.0,0.45,1.0,-0.0
0.25,0.3,0.0,0.45,2.0,-0.0
0.25,0.3,0.0,0.45,4.0,-0.0
0.25,0.3,0.05,0.4,0.25,-0.014
0.25,0.3,0.05,0.4,0.5,-0.028
0.25,0.3,0.05,0.4,1.0,-0.056
0.25,0.3,0.05,0.4,2.0,-0.113
0.25,0.3,0.05,0.4,4.0,-0.226
0.25,0.3,0.1,0.35,0.25,0.032
0.25,0.3,0.1,0.35,0.5,0.064
0.25,0.3,0.1,0.35,1.0,0.127
0.25,0.3,0.1,0.35,2.0,0.255
0.25,0.3,0.1,0.35,4.0,0.509
0.25,0.3,0.15,0.3,0.25,0.091
0.25,0.3,0.15,0.3,0.5,0.181
0.25,0.3,0.15,0.3,1.0,0.363
0.25,0.3,0.15,0.3,2.0,0.725
0.25,0.3,0.15,0.3,4.0,1.45
0.25,0.3,0.2,0.25,0.25,0.129
0.25,0.3,0.2,0.25,0.5,0.258
0.25,0.3,0.2,0.25,1.0,0.515
0.25,0.3,0.2,0.25,2.0,1.03
0.25,0.3,0.2,0.25,4.0,2.06
0.25,0.3,0.25,0.2,0.25,0.129
0.25,0.3,0.25,0.2,0.5,0.258
0.25,0.3,0.25,0.2,1.0,0.515
0.25,0.3,0.25,0.2,2.0,1.03
0.25,0.3,0.25,0.2,4.0,2.06
0.25,0.3,0.3,0.15,0.25,0.091
0.25,0.3,0.3,0.15,0.5,0.181
0.25,0.3,0.3,0.15,1.0,0.363
0.25,0.3,0.3,0.15,2.0,0.725
0.25,0.3,0.3,0.15,4.0,1.45
0.25,0.3,0.35,0.1,0.25,0.032
0.25,0.3,0.35,0.1,0.5,0.064
0.25,0.3,0.35,0.1,1.0,0.127
0.25,0.3,0.35,0.1,2.0,0.255
0.25,0.3,0.35,0.1,4.0,0.509
0.25,0.3,0.4,0.05,0.25,-0.014
0.25,0.3,0.4,0.05,0.5,-0.028
0.25,0.3,0.4,0.05,1.0,-0.056
0.25,0.3,0.4,0.05,2.0,-0.113
0.25,0.3,0.4,0.05,4.0,-0.226
0.25,0.3,0.45,0.0,0.25,-0.0
0.25,0.3,0.45,0.0,0.5,-0.0
0.25,0.3,0.45,0.0,1.0,-0.0
0.25,0.3,0.45,0.0,2.0,-0.0
0.25,0.3,0.45,0.0,4.0,-0.0
0.25,0.35,0.0,0.4,0.25,-0.0
0.25,0.35,0.0,0.4,0.5,-0.0
0.25,0.35,0.0,0.4,1.0,-0.0
0.25,0.35,0.0,0.4,2.0,-0.0
0.25,0.35,0.0,0.4,4.0,-0.0
0.25,0.35,0.05,0.35,0.25,-0.019
0.25,0.35,0.05,0.35,0.5,-0.037
0.25,0.35,0.05,0.35,1.0,-0.075
0.25,0.35,0.05,0.35,2.0,-0.149
0.25,0.35,0.05,0.35,4.0,-0.298
0.25,0.35,0.1,0.3,0.25,0.02
0.25,0.35,0.1,0.3,0.5,0.041
0.25,0.35,0.1,0.3,1.0,0.081
0.25,0.35,0.1,0.3,2.0,0.162
0.25,0.35,0.1,0.3,4.0,0.324
0.25,0.35,0.15,0.25,0.25,0.065
0.25,0.35,0.15,0.25,0.5,0.131
0.25,0.35,0.15,0.25,1.0,0.261
0.25,0.35,0.15,0.25,2.0,0.522
0.25,0.35,0.15,0.25,4.0,1.045
0.25,0.35,0.2,0.2,0.25,0.084
0.25,0.35,0.2,0.2,0.5,0.168
0.25,0.35,0.2,0.2,1.0,0.336
0.25,0.35,0.2,0.2,2.0,0.672
0.25,0.35,0.2,0.2,4.0,1.344
0.25,0.35,0.25,0.15,0.25,0.065
0.25,0.35,0.25,0.15,0.5,0.131
0.25,0.35,0.25,0.15,1.0,0.261
0.25,0.35,0.25,0.15,2.0,0.522
0.25,0.35,0.25,0.15,4.0,1.045
